1345,295  6,984934E-7  0  0,00108586  8,058507E-5
1344,854  4,56884E-7  0  0,0008800736  -2,126267E-5
1344,412  3,29344E-8  0  0,0001119734  -0,0002080618
1343,971  4,419324E-7  0  -0,000766995  -0,0004004439
1343,53  1,041113E-6  0  -0,001234343  -0,0004887674
1343,09  6,853559E-7  0  -0,001000872  -0,0003971546
1342,649  3,075256E-8  0  -0,0001818536  -0,000137557
1342,209  3,651618E-7  0  0,0007644893  0,0001803393
1341,77  1,088193E-6  0  0,001296718  0,0003948343
1341,33  7,988031E-7  0  0,001099166  0,0003737637
1340,891  4,565982E-8  0  0,0002625951  8,96537E-5
1340,452  4,235879E-7  0  -0,0007671512  -0,0003539598
1340,014  1,581897E-6  0  -0,001442386  -0,0007638785
1339,576  1,737704E-6  0  -0,001422416  -0,000949312
1339,138  7,424867E-7  0  -0,0007603534  -0,0008189079
1338,7  1,220986E-7  0  0,0001381292  -0,000431436
1338,263  3,420845E-7  0  0,0007574531  2,90892E-5
1337,826  4,264887E-7  0  0,0007730121  0,0003439988
1337,389  1,147759E-7  0  0,0002345214  0,0003708518
1336,952  1,42033E-7  0  -0,0004738094  0,0001166319
1336,516  4,946075E-7  0  -0,0008703914  -0,000266492
1336,08  4,561608E-7  0  -0,0006689774  -0,0005622824
1335,644  2,212276E-7  0  4,684293E-5  -0,0006065785
1335,209  5,385018E-7  0  0,0008708811  -0,0003767444
1334,774  1,035595E-6  0  0,001315426  -5,689292E-6
1334,339  7,787103E-7  0  0,001103205  0,0002885134
1333,904  1,295605E-7  0  0,0003365721  0,0003208117
1333,47  1,875175E-7  0  -0,0005576352  4,188654E-5
1333,036  8,065196E-7  0  -0,001076403  -0,0004306561
1332,602  9,810219E-7  0  -0,0009357992  -0,0008707134
1332,169  7,108218E-7  0  -0,0002379619  -0,001061346
1331,736  7,05995E-7  0  0,0005904648  -0,0009086451
1331,303  8,121708E-7  0  0,001053429  -0,0004901998
1330,871  4,69712E-7  0  0,0008832437  -1,180921E-5
1330,438  8,043896E-8  0  0,0002029498  0,0003038836
1330,006  2,476745E-7  0  -0,0005460293  0,0003357687
1329,575  4,66942E-7  0  -0,0008709616  0,0001247938
1329,143  1,854372E-7  0  -0,0005318773  -0,0001560296
1328,712  1,105E-7  0  0,0003006201  -0,0003042843
1328,281  8,017352E-7  0  0,001133402  -0,0002049863
1327,85  1,259035E-6  0  0,0014391  0,000104627
1327,42  7,055016E-7  0  0,0009774318  0,0004588001
1326,99  2,658167E-7  0  -4,259686E-5  0,0006611914
1326,56  9,02622E-7  0  -0,001062881  0,0005999768
1326,131  1,403992E-6  0  -0,001489208  0,0003129023
1325,702  6,564174E-7  0  -0,00103954  -3,613554E-5
1325,273  4,326352E-8  0  7,656876E-5  -0,0002557359
1324,844  9,98075E-7  0  0,001258571  -0,0002428261
1324,416  2,072142E-6  0  0,001845721  -4,616941E-5
1323,988  1,370514E-6  0  0,001492226  0,0001624639
1323,56  1,066095E-7  0  0,0003702165  0,0001951743
1323,132  5,169514E-7  0  -0,0009208253  -2,922054E-5
1322,705  1,851611E-6  0  -0,001691399  -0,0004211097
1322,278  1,82469E-6  0  -0,001554813  -0,000758032
1321,851  6,558448E-7  0  -0,0006484123  -0,0008088864
1321,425  2,607585E-7  0  0,000447972  -0,000475764
1320,999  6,880064E-7  0  0,00105308  0,0001304118
1320,573  7,071318E-7  0  0,0007890246  0,0007307391
1320,147  6,589572E-7  0  -0,0001870668  0,001020813
1319,722  1,410829E-6  0  -0,001264768  0,0008395534
1319,297  1,887876E-6  0  -0,001734758  0,0002689598
1318,872  9,999425E-7  0  -0,00121404  -0,0003966586
1318,447  4,017021E-7  0  0,0001067736  -0,0008021749
1318,023  1,788278E-6  0  0,001545435  -0,000724666
1317,599  3,280424E-6  0  0,002302307  -0,0002012385
1317,175  2,404963E-6  0  0,00191829  0,0004830661
1316,752  7,386451E-7  0  0,0005531427  0,0009461148
1316,329  1,240312E-6  0  -0,001082335  0,0009187537
1315,906  2,842201E-6  0  -0,002111182  0,0003982927
1315,483  2,487122E-6  0  -0,001979699  -0,0003424566
1315,061  8,68496E-7  0  -0,0007738917  -0,0008998419
1314,639  9,854473E-7  0  0,0008212122  -0,0009606733
1314,217  2,375228E-6  0  0,001902405  -0,0004778321
1313,795  2,186433E-6  0  0,001857338  0,0002994595
1313,374  8,848418E-7  0  0,0007131724  0,0009606463
1312,953  1,308458E-6  0  -0,0008759717  0,001161068
1312,532  2,884755E-6  0  -0,001999311  0,0008146162
1312,112  2,51195E-6  0  -0,00200891  0,0001420988
1311,692  6,210389E-7  0  -0,0008919557  -0,0004544567
1311,272  5,612535E-7  0  0,0007192715  -0,0006226668
1310,852  2,304253E-6  0  0,001908661  -0,0002653756
1310,433  2,591532E-6  0  0,002003867  0,000397767
1310,014  1,143424E-6  0  0,0009669954  0,0009514431
1309,595  8,595044E-7  0  -0,0005794175  0,001023109
1309,176  1,978911E-6  0  -0,001710771  0,0005042035
1308,758  1,972202E-6  0  -0,001740198  -0,0003739763
1308,34  1,080744E-6  0  -0,000628296  -0,001157689
1307,922  1,853184E-6  0  0,0009786663  -0,001419637
1307,505  3,407175E-6  0  0,00211231  -0,00100048
1307,087  2,616779E-6  0  0,002044967  -0,0001048027
1306,67  7,382361E-7  0  0,0007290019  0,0008066473
1306,254  1,831044E-6  0  -0,001146212  0,001271356
1305,837  4,716907E-6  0  -0,002523703  0,001083692
1305,421  4,249907E-6  0  -0,002573764  0,0004099123
1305,005  9,2937E-7  0  -0,001178509  -0,0003090449
1304,59  8,319132E-7  0  0,0009745636  -0,0006149092
1304,174  4,811392E-6  0  0,002753653  -0,0003039377
1303,759  6,563561E-6  0  0,003204046  0,0004443136
1303,344  3,569367E-6  0  0,002083317  0,001160297
1302,93  1,149085E-6  0  6,198174E-6  0,001352571
1302,515  2,645707E-6  0  -0,001888981  0,0008008551
1302,101  4,21135E-6  0  -0,002570886  -0,0002949888
1301,687  3,035461E-6  0  -0,001690852  -0,001401658
1301,274  2,386621E-6  0  0,0002215366  -0,001934185
1300,861  4,237266E-6  0  0,002056733  -0,001579463
1300,448  4,922936E-6  0  0,002752778  -0,000479911
1300,035  2,710684E-6  0  0,001899418  0,0008299432
1299,622  1,833872E-6  0  -2,397996E-5  0,001704223
1299,21  4,209625E-6  0  -0,001915018  0,001731111
1298,798  5,087353E-6  0  -0,002672652  0,0009514997
1298,386  2,132173E-6  0  -0,001828011  -0,0001715614
1297,975  6,729903E-7  0  0,0001770548  -0,001015876
1297,564  3,972993E-6  0  0,00222627  -0,001147709
1297,153  6,494189E-6  0  0,003152293  -0,0005577911
1296,742  3,724006E-6  0  0,002398376  0,0003474187
1296,332  7,00321E-7  0  0,0003439098  0,0009927041
1295,922  2,883305E-6  0  -0,001894472  0,000975864
1295,512  6,086804E-6  0  -0,003080201  0,0003054299
1295,102  4,363882E-6  0  -0,002549144  -0,0006053807
1294,693  1,116402E-6  0  -0,0005881249  -0,00118708
1294,284  2,590614E-6  0  0,001716013  -0,001060814
1293,875  6,077245E-6  0  0,00307635  -0,0002789178
1293,466  5,022398E-6  0  0,002721648  0,0006878862
1293,058  1,383199E-6  0  0,0008279033  0,001218014
1292,65  2,117076E-6  0  -0,001576743  0,000911897
1292,242  6,478351E-6  0  -0,003181854  -0,0001470899
1291,835  7,484783E-6  0  -0,003121473  -0,001403934
1291,427  4,229435E-6  0  -0,001451875  -0,002123084
1291,02  2,584027E-6  0  0,0008860361  -0,001803932
1290,613  4,468869E-6  0  0,002597052  -0,0004862585
1290,207  5,84321E-6  0  0,002756067  0,001235484
1289,801  5,156995E-6  0  0,001320057  0,002510657
1289,395  5,105484E-6  0  -0,0008581651  0,002687772
1288,989  5,875672E-6  0  -0,002519171  0,001676147
1288,583  4,719901E-6  0  -0,002711095  8,165588E-6
1288,178  2,462725E-6  0  -0,001325353  -0,001440877
1287,773  2,848914E-6  0  0,0008471064  -0,001926999
1287,368  5,241458E-6  0  0,002568345  -0,001245198
1286,964  5,269927E-6  0  0,002856757  0,0001579722
1286,56  2,857211E-6  0  0,001542481  0,001433946
1286,156  2,371657E-6  0  -0,000638726  0,001808703
1285,752  4,591289E-6  0  -0,00246466  0,001021707
1285,348  5,676861E-6  0  -0,002919877  -0,0005199238
1284,945  4,508409E-6  0  -0,001769413  -0,00196223
1284,542  4,038716E-6  0  0,0003118348  -0,002480462
1284,139  4,893252E-6  0  0,002126291  -0,001745415
1283,737  4,50675E-6  0  0,002636611  -0,0001173067
1283,335  3,113048E-6  0  0,001555958  0,001545122
1282,933  3,75505E-6  0  -0,0004897619  0,002357232
1282,531  5,829013E-6  0  -0,002319838  0,001900148
1282,13  5,490319E-6  0  -0,002873482  0,0004555408
1281,728  3,003144E-6  0  -0,001817695  -0,00115023
1281,327  2,660933E-6  0  0,0002580461  -0,002007644
1280,927  4,801818E-6  0  0,002172617  -0,001633647
1280,526  5,223262E-6  0  0,002823729  -0,0002431446
1280,126  3,375727E-6  0  0,001818645  0,00137136
1279,726  3,457447E-6  0  -0,0002933439  0,002285678
1279,326  6,026209E-6  0  -0,002321159  0,001965258
1278,927  6,46915E-6  0  -0,00309853  0,0005681756
1278,528  3,845734E-6  0  -0,002142834  -0,00114191
1278,129  3,233842E-6  0  6,522979E-5  -0,002224924
1277,73  6,442008E-6  0  0,002340422  -0,002094281
1277,332  8,237061E-6  0  0,003447379  -0,0008483963
1276,933  5,476053E-6  0  0,002785526  0,0007842018
1276,535  2,59559E-6  0  0,00072199  0,001856207
1276,138  3,68045E-6  0  -0,001612951  0,001737705
1275,74  5,859131E-6  0  -0,002952667  0,0004743032
1275,343  5,407811E-6  0  -0,002592727  -0,001235699
1274,946  4,274031E-6  0  -0,0007723714  -0,002432916
1274,549  5,316185E-6  0  0,001470652  -0,002436495
1274,153  6,459494E-6  0  0,002886085  -0,001227019
1273,757  5,009781E-6  0  0,002706951  0,0005435441
1273,361  3,171416E-6  0  0,001066049  0,001919962
1272,965  3,920094E-6  0  -0,001095643  0,002181073
1272,569  5,365875E-6  0  -0,002570492  0,001241863
1272,174  4,399766E-6  0  -0,002565928  -0,0003069106
1271,779  2,427652E-6  0  -0,001141557  -0,00154252
1271,384  2,464852E-6  0  0,0008411065  -0,001740451
1270,99  3,668102E-6  0  0,002221711  -0,0007882031
1270,596  3,59213E-6  0  0,002207131  0,0007532354
1270,202  3,02316E-6  0  0,0008213222  0,001974819
1269,808  3,864515E-6  0  -0,001114599  0,002145139
1269,414  4,848567E-6  0  -0,002457516  0,001134951
1269,021  3,981581E-6  0  -0,002400009  -0,000503463
1268,628  2,845059E-6  0  -0,0009356804  -0,001849008
1268,235  3,882477E-6  0  0,001132232  -0,002138838
1267,843  5,603829E-6  0  0,002643408  -0,001208446
1267,45  5,083647E-6  0  0,002737218  0,0004082288
1267,058  3,295621E-6  0  0,001341537  0,001778309
1266,666  3,339147E-6  0  -0,0007829643  0,002100357
1266,275  4,951134E-6  0  -0,002468008  0,001163818
1265,884  5,371576E-6  0  -0,002792257  -0,0005254628
1265,492  4,433144E-6  0  -0,001596277  -0,002027375
1265,102  4,283729E-6  0  0,0004315193  -0,00249875
1264,711  4,931374E-6  0  0,002145097  -0,001672147
1264,321  4,461951E-6  0  0,002586334  -9,146887E-6
1263,93  3,172132E-6  0  0,001522265  0,001560554
1263,541  3,258858E-6  0  -0,0004272875  0,002167249
1263,151  4,56213E-6  0  -0,002141749  0,001496547
1262,761  4,632964E-6  0  -0,002632019  -3,064441E-5
1262,372  3,207436E-6  0  -0,001597189  -0,001497552
1261,983  2,831012E-6  0  0,0004058766  -0,002015873
1261,595  4,488035E-6  0  0,00227329  -0,001237531
1261,206  6,038815E-6  0  0,002969303  0,000438047
1260,818  5,866584E-6  0  0,002101098  0,002081276
1260,43  5,101928E-6  0  0,00013363  0,002753867
1260,042  5,149341E-6  0  -0,001871756  0,00204061
1259,655  5,495983E-6  0  -0,002845045  0,0002905317
1259,267  5,190953E-6  0  -0,002292196  -0,001570306
1258,88  4,582919E-6  0  -0,0005534844  -0,002550532
1258,494  4,413613E-6  0  0,001401517  -0,002142811
1258,107  4,522025E-6  0  0,002519834  -0,0006026896
1257,721  4,357637E-6  0  0,002242381  0,001198552
1257,335  3,876465E-6  0  0,0007921841  0,002262712
1256,949  3,398783E-6  0  -0,0009788267  0,002019405
1256,563  3,214144E-6  0  -0,002086939  0,0006358254
1256,178  3,424262E-6  0  -0,001970074  -0,001089236
1255,793  3,638124E-6  0  -0,0007853278  -0,002182678
1255,408  3,168531E-6  0  0,0007098893  -0,002044377
1255,023  2,171859E-6  0  0,001614526  -0,000775611
1254,639  1,886635E-6  0  0,001409952  0,000892896
1254,255  2,826375E-6  0  0,0002530023  0,002026325
1253,871  3,624904E-6  0  -0,001127735  0,002018189
1253,487  2,945998E-6  0  -0,001866378  0,0009261799
1253,103  1,693241E-6  0  -0,001470157  -0,0005764071
1252,72  1,748124E-6  0  -0,0001103031  -0,001600216
1252,337  3,123523E-6  0  0,001473141  -0,001556982
1251,954  4,072899E-6  0  0,002395985  -0,0004963381
1251,572  3,700833E-6  0  0,002138469  0,0009294039
1251,19  2,815332E-6  0  0,0008450878  0,001849125
1250,807  2,317928E-6  0  -0,0007562252  0,001682023
1250,426  2,289671E-6  0  -0,001768922  0,0004779953
1250,044  2,668264E-6  0  -0,001639033  -0,001106306
1249,663  3,399878E-6  0  -0,0004705913  -0,00218129
1249,281  3,838922E-6  0  0,001034494  -0,002132816
1248,901  3,320495E-6  0  0,001977346  -0,0009733411
1248,52  2,457881E-6  0  0,001775112  0,0006650006
1248,139  2,61338E-6  0  0,0004942189  0,001890502
1247,759  3,862461E-6  0  -0,001184855  0,002058127
1247,379  4,663111E-6  0  -0,002350165  0,001131995
1246,999  3,915127E-6  0  -0,002370286  -0,0003024114
1246,62  2,374103E-6  0  -0,001245617  -0,00138154
1246,241  1,580743E-6  0  0,0003981956  -0,001464222
1245,862  2,083849E-6  0  0,001667878  -0,0005016617
1245,483  3,09716E-6  0  0,001905639  0,0009350746
1245,104  3,471759E-6  0  0,001051769  0,001985325
1244,726  2,822908E-6  0  -0,0003367738  0,001997106
1244,348  1,951473E-6  0  -0,001417781  0,0009076218
1243,97  2,009486E-6  0  -0,001552099  -0,0007122779
1243,592  2,999773E-6  0  -0,0006682129  -0,001975955
1243,215  3,622989E-6  0  0,0007041971  -0,002180767
1242,837  3,112772E-6  0  0,001747871  -0,001205931
1242,46  2,44807E-6  0  0,001835826  0,0004171246
1242,084  2,799031E-6  0  0,0008972853  0,001801328
1241,707  3,545277E-6  0  -0,0005389471  0,002199107
1241,331  3,268139E-6  0  -0,001648234  0,001416421
1240,955  2,213285E-6  0  -0,001785808  -8,638156E-5
1240,579  1,990955E-6  0  -0,0008604441  -0,001460604
1240,203  2,889957E-6  0  0,0006093631  -0,001948715
1239,828  3,404574E-6  0  0,00178992  -0,001305516
1239,453  2,806026E-6  0  0,002009297  7,463634E-5
1239,078  2,252316E-6  0  0,001143233  0,001391448
1238,703  2,565656E-6  0  -0,0003120389  0,001895966
1238,328  2,807505E-6  0  -0,001523137  0,001310608
1237,954  2,249268E-6  0  -0,001797859  -2,356975E-5
1237,58  1,943906E-6  0  -0,0009847241  -0,001350033
1237,206  2,72493E-6  0  0,0004362695  -0,001929107
1236,833  3,311168E-6  0  0,001625931  -0,001451496
1236,459  2,460917E-6  0  0,001867677  -0,0002007457
1236,086  1,552649E-6  0  0,0009841797  0,001120834
1235,713  2,465009E-6  0  -0,0005507386  0,001796332
1235,341  4,01019E-6  0  -0,001872364  0,001494574
1234,968  3,559913E-6  0  -0,002213073  0,0004407754
1234,596  1,635974E-6  0  -0,001342512  -0,0007323194
1234,224  1,351581E-6  0  0,0002908458  -0,001358798
1233,852  3,147841E-6  0  0,001800246  -0,001119617
1233,481  3,905054E-6  0  0,002351086  -0,0002111926
1233,109  2,291235E-6  0  0,001626921  0,0007877646
1232,738  1,124588E-6  0  9,011478E-6  0,001265973
1232,367  2,488876E-6  0  -0,001632451  0,0009381506
1231,997  4,111763E-6  0  -0,002419304  4,55123E-6
1231,626  3,342183E-6  0  -0,001949552  -0,0009767031
1231,256  1,612902E-6  0  -0,0005141466  -0,001424375
1230,886  1,627451E-6  0  0,00107347  -0,001077101
1230,516  2,657398E-6  0  0,001937232  -0,0001443173
1230,146  2,341636E-6  0  0,001627915  0,0008204785
1229,777  1,191464E-6  0  0,0003673214  0,001246999
1229,408  1,385135E-6  0  -0,001087884  0,0008831523
1229,039  2,503717E-6  0  -0,00188245  -5,750723E-5
1228,67  2,431839E-6  0  -0,00154986  -0,001020277
1228,302  1,501853E-6  0  -0,000274385  -0,001431706
1227,934  1,804182E-6  0  0,001219156  -0,00103198
1227,566  3,070641E-6  0  0,002083026  -2,538225E-5
1227,198  3,137593E-6  0  0,001832393  0,001036313
1226,83  2,016283E-6  0  0,0006222113  0,001568117
1226,463  1,667692E-6  0  -0,0008423555  0,001281836
1226,096  2,159213E-6  0  -0,001710631  0,0003434952
1225,729  1,921288E-6  0  -0,001475402  -0,000728263
1225,362  1,363359E-6  0  -0,0002671912  -0,001359592
1224,996  2,14274E-6  0  0,001214775  -0,001240937
1224,63  3,29527E-6  0  0,002097196  -0,0004864395
1224,264  2,528229E-6  0  0,001830083  0,0004524033
1223,898  9,827534E-7  0  0,0005050489  0,001060912
1223,532  1,801359E-6  0  -0,001186787  0,001058603
1223,167  4,099305E-6  0  -0,002335238  0,0005464809
1222,802  3,831851E-6  0  -0,002316808  -7,67378E-5
1222,437  1,029586E-6  0  -0,001141918  -0,0003727911
1222,072  2,303765E-7  0  0,0005509858  -0,0001381705
1221,707  2,604054E-6  0  0,001850374  0,0004704274
1221,343  3,843675E-6  0  0,002075767  0,001033638
1220,979  1,857373E-6  0  0,001148562  0,001130346
1220,615  3,631693E-7  0  -0,0003763014  0,0006048617
1220,252  1,980602E-6  0  -0,00163184  -0,0003208826
1219,888  3,631469E-6  0  -0,001929372  -0,001160073
1219,525  2,410762E-6  0  -0,001140382  -0,001436001
1219,162  7,0418E-7  0  0,0002433311  -0,0009604201
1218,799  1,409953E-6  0  0,001400739  4,705709E-5
1218,437  2,788661E-6  0  0,001654752  0,001069825
1218,074  2,308949E-6  0  0,0008571468  0,00157423
1217,712  1,41983E-6  0  -0,0005322116  0,001300488
1217,35  2,228571E-6  0  -0,0017137  0,0004007503
1216,989  3,20761E-6  0  -0,002007769  -0,0006513832
1216,627  2,377671E-6  0  -0,001242621  -0,001325354
1216,266  1,273031E-6  0  0,0001507306  -0,001320396
1215,905  1,757391E-6  0  0,001388181  -0,0007139044
1215,544  2,300299E-6  0  0,001782203  0,0001064614
1215,183  1,261397E-6  0  0,00113351  0,0006797535
1214,823  4,096169E-7  0  -0,0001586658  0,000736049
1214,463  1,358801E-6  0  -0,001329179  0,0003359432
1214,103  2,086387E-6  0  -0,001687729  -0,000189408
1213,743  8,944333E-7  0  -0,001014688  -0,0004540661
1213,383  1,190564E-7  0  0,0003143938  -0,0002560273
1213,024  1,798356E-6  0  0,001545921  0,0003030406
1212,665  3,414414E-6  0  0,00198155  0,0008845948
1212,306  2,292311E-6  0  0,001378666  0,001122003
1211,947  5,224234E-7  0  8,83054E-5  0,0008437175
1211,589  9,807657E-7  0  -0,001148364  0,0001774866
1211,231  2,12622E-6  0  -0,001628011  -0,0005244621
1210,873  1,445186E-6  0  -0,001091655  -0,0008919392
1210,515  4,210328E-7  0  0,0001242826  -0,0007504474
1210,157  1,227429E-6  0  0,001280379  -0,0002155609
1209,8  2,118727E-6  0  0,001661322  0,0003850922
1209,442  1,089362E-6  0  0,0009938613  0,0007118133
1209,085  3,816401E-7  0  -0,0003844546  0,0006127296
1208,729  2,151669E-6  0  -0,001704878  0,0002041271
1208,372  3,556734E-6  0  -0,002196547  -0,0002141194
1208,016  1,787402E-6  0  -0,001523685  -0,0003530527
1207,659  1,041944E-8  0  1,63338E-5  -0,0001182581
1207,303  2,064572E-6  0  0,001647178  0,0003302612
1206,948  5,040209E-6  0  0,002534886  0,0006784219
1206,592  3,994612E-6  0  0,002241166  0,000656791
1206,237  7,042061E-7  0  0,000956334  0,0002153471
1205,882  4,161327E-7  0  -0,0006156287  -0,0004341838
1205,527  2,64556E-6  0  -0,001651744  -0,0009367952
1205,172  2,764567E-6  0  -0,001660707  -0,001003932
1204,818  6,541678E-7  0  -0,0007377554  -0,0005884601
1204,463  1,991274E-7  0  0,0005140545  8,170498E-5
1204,109  1,623337E-6  0  0,00134382  0,0006336588
1203,755  1,646175E-6  0  0,001284023  0,0007670714
1203,402  2,577082E-7  0  0,000406789  0,000429577
1203,048  4,177136E-7  0  -0,0007367936  -0,0001553427
1202,695  1,843567E-6  0  -0,001452618  -0,0006251813
1202,342  1,636368E-6  0  -0,001315887  -0,0006978599
1201,989  2,159778E-7  0  -0,0004197602  -0,0003412468
1201,636  3,766216E-7  0  0,0006824502  0,0002104315
1201,284  1,529401E-6  0  0,001305749  0,000604081
1200,932  1,057112E-6  0  0,001040183  0,000589813
1200,58  2,428875E-8  0  -1,203456E-6  0,0001811973
1200,228  1,223305E-6  0  -0,00123782  -0,0003471551
1199,876  3,106258E-6  0  -0,001949499  -0,0006273935
1199,525  2,251802E-6  0  -0,001688784  -0,0004320691
1199,174  2,382356E-7  0  -0,0005407471  0,0001699688
1198,823  1,145203E-6  0  0,0009187681  0,0008363263
1198,472  3,778518E-6  0  0,001942586  0,001147302
1198,122  3,60496E-6  0  0,002026767  0,0008634365
1197,771  1,048694E-6  0  0,001184506  8,923771E-5
1197,421  4,366207E-7  0  -7,430537E-5  -0,0007626322
1197,071  1,873812E-6  0  -0,001042024  -0,00119685
1196,721  1,739352E-6  0  -0,001216012  -0,000926019
1196,372  2,474084E-7  0  -0,0005735111  -5,652642E-5
1196,022  8,090947E-7  0  0,0004361276  0,0009461775
1195,673  2,710234E-6  0  0,001171325  0,001503945
