-1706.667  0.001024589  6.436887  -0.0275475  0.01630104
-1700  0.00121651  6.670758  -0.03331601  0.01032247
-1693.333  0.00155149  6.410673  -0.03336118  0.0209409
-1686.667  3.138126E-5  0  -0.005568725  -0.0006087385
-1680  0.0009375343  6.642609  -0.02898086  0.00988149
-1673.333  0.001285913  6.348173  -0.0291219  0.02092432
-1666.667  0.0002873791  6.347395  -0.01375937  0.00990247
-1660  0.0004073444  5.522637  -0.002460598  0.02003222
-1653.333  0.0006899468  5.563532  -0.004265557  0.02591817
-1646.667  0.0008442271  5.755178  -0.01009293  0.02724628
-1640  0.0007280993  5.979702  -0.01477135  0.02258111
-1633.333  0.0006387999  5.775315  -0.009254965  0.02351905
-1626.667  0.000540707  5.374111  0.0006116231  0.02324506
-1620  0.0002817895  5.379711  0.0003475539  0.01678299
-1613.333  0.0004645869  5.265195  0.00290574  0.02135752
-1606.667  0.0003802999  5.229799  0.00331114  0.01921812
-1600  0.0002388137  4.910379  0.007273381  0.01363494
-1593.333  0.0002923384  4.726887  0.0106648  0.01336415
-1586.667  0.000305116  4.563026  0.01297665  0.01169285
-1580  0.0003284887  4.440697  0.01484432  0.01039879
-1573.333  0.0003170395  4.296723  0.01589821  0.008017883
-1566.667  0.0003291193  4.124865  0.01735668  0.005278734
-1560  0.0003673683  3.945683  0.01903791  0.002219557
-1553.333  0.0004523744  3.858707  0.0212601  0.0006185451
-1546.667  0.0004738257  3.83205  0.02176747  5.288316E-5
-1540  0.0004417439  3.682707  0.02079129  -0.003076694
-1533.333  0.0005254461  3.63861  0.02250572  -0.004351885
-1526.667  0.0005356608  3.516715  0.02202053  -0.007124395
-1520  0.0005176319  3.420785  0.02087645  -0.00904466
-1513.333  0.0005372192  3.448434  0.02151436  -0.008622728
-1506.667  0.0004268361  3.299251  0.01782174  -0.01045091
-1500  0.0004285543  3.183061  0.01652317  -0.01247153
-1493.333  0.0003778056  3.08287  0.01426498  -0.01320287
-1486.667  0.0002976319  3.033029  0.0120617  -0.0123348
-1480  0.0002708567  2.866958  0.009402903  -0.01350711
-1473.333  0.0002269649  2.711757  0.006592671  -0.01354627
-1466.667  0.0001995998  2.591632  0.004615579  -0.01335276
-1460  0.0001890403  2.480108  0.00301771  -0.01341394
-1453.333  0.0002581953  2.12099  -0.002207782  -0.01591606
-1446.667  0.0002881369  2.113986  -0.002449984  -0.01679686
-1440  0.0002875907  1.765299  -0.008033811  -0.01493481
-1433.333  0.000330856  1.770799  -0.008528716  -0.01606602
-1426.667  0.0003551087  1.551616  -0.01224342  -0.01432506
-1420  0.000372177  1.466738  -0.01373235  -0.01354989
-1413.333  0.000406114  1.386747  -0.01542992  -0.0129627
-1406.667  0.0005011911  1.268434  -0.01872115  -0.01227638
-1400  0.0005544062  1.251037  -0.0199116  -0.01256719
-1393.333  0.0006587699  1.196408  -0.02242058  -0.0124935
-1386.667  0.0005648265  1.188461  -0.02085175  -0.01140311
-1380  0.0006167073  1.210695  -0.02151808  -0.01239675
-1373.333  0.0005737854  1.161075  -0.02132331  -0.01091338
-1366.667  0.0005333386  1.187173  -0.02027646  -0.01105458
-1360  0.0005231969  1.199174  -0.0199499  -0.0111892
-1353.333  0.0004931142  1.138744  -0.01998856  -0.009673233
-1346.667  0.0004213824  1.165627  -0.01823058  -0.009435478
-1340  0.0003433074  1.199942  -0.01615335  -0.00907616
-1333.333  0.0004000814  1.244029  -0.01698918  -0.01055696
-1326.667  0.0002541964  1.275676  -0.01326896  -0.008839176
-1320  0.0002638719  1.19685  -0.01418631  -0.007913314
-1313.333  0.0002253002  1.344507  -0.01189012  -0.009161078
-1306.667  0.000137045  1.307847  -0.009528996  -0.006800236
-1300  0.0001119929  1.478689  -0.007443591  -0.007522354
-1293.333  9.268921E-5  0  -0.005745229  -0.007725384
-1286.667  3.260646E-5  0  -0.001430769  -0.005528052
-1280  3.379616E-5  0  -0.0006775871  -0.005773823
-1273.333  5.594142E-5  0  0.001521005  -0.007323112
-1266.667  9.614093E-5  0  0.004065101  -0.008922773
-1260  3.529432E-5  0  0.003325726  -0.00492279
-1253.333  5.40485E-5  0  0.005906853  -0.004376938
-1246.667  8.377027E-5  0  0.005413971  -0.007379647
-1240  0.000124787  3.244209  0.009310699  -0.006172348
-1233.333  0.0001344926  3.269503  0.009824973  -0.006161369
-1226.667  0.0001299335  3.311302  0.009901642  -0.005647214
-1220  0.0001324527  3.371256  0.01032084  -0.005092441
-1213.333  0.0001631804  3.480249  0.0120025  -0.004372701
-1206.667  0.0001828089  3.561159  0.01303637  -0.003586346
-1200  0.0002251639  3.660971  0.01479257  -0.002518681
-1193.333  0.0002492006  3.617972  0.01543384  -0.003316214
-1186.667  0.0001971064  3.644378  0.01379927  -0.00258585
-1180  0.0001876549  3.789062  0.01368745  -0.0005554514
-1173.333  0.0001979637  3.787298  0.01405736  -0.0005953033
-1166.667  0.0001662158  3.890292  0.01286875  0.0007817315
-1160  0.0001713315  3.882379  0.01307115  0.0006902551
-1153.333  0.0001977999  3.929223  0.01399443  0.001398505
-1146.667  0.0001162507  4.01678  0.01059368  0.002006183
-1140  0.0001636433  4.052283  0.01247651  0.002824893
-1133.333  0.0001273881  4.322345  0.009944058  0.005338895
-1126.667  0.000130446  4.356088  0.00987471  0.005738996
-1120  0.0001459353  4.544046  0.009126358  0.007914854
-1113.333  0.0001541251  4.698572  0.008015285  0.00948052
-1106.667  0.0002262345  4.941961  0.006656642  0.01348791
-1100  0.0002201774  5.105852  0.004307922  0.01419927
-1093.333  0.0002621965  5.015223  0.006084142  0.01500599
-1086.667  0.000398354  5.159913  0.004754035  0.01938435
-1080  0.0004754779  5.367481  0.0007180441  0.02179363
-1073.333  0.0004990148  5.331675  0.001534397  0.02228588
-1066.667  0.0006681159  5.420475  -0.0005184221  0.02584274
-1060  0.0008835467  5.461052  -0.001801254  0.02966989
-1053.333  0.001085954  5.500354  -0.003287842  0.03278939
-1046.667  0.001080436  5.537665  -0.004497187  0.03256088
-1040  0.001343422  5.47172  -0.002611243  0.03655959
-1033.333  0.001522071  5.564312  -0.006365582  0.03849091
-1026.667  0.001660257  5.564355  -0.006649999  0.04019993
-1020  0.001880067  5.538214  -0.005955945  0.04294873
-1013.333  0.001942045  5.561636  -0.007073988  0.04349717
